counter,true_positive,false_positive,true_negative,false_negative,file_count,hexsha
11,0,6,13,1,20,f1cdc1b05257655b94d9dfcba2585414cb048ee2
41,0,12,23,2,37,634b2bb7588ff9b0cf226b980a47bed87d878d2e
