boto3,8,156,1,10.890253067016602
boto3,25,139,3,9.079917907714844
boto3,39,125,4,8.588901996612549
boto3,62,102,6,8.081975936889648
boto3,66,98,7,6.8810319900512695
boto3,77,87,9,8.052912950515747
boto3,82,82,10,8.593708992004395
boto3,90,74,12,8.71141791343689
boto3,94,70,13,8.601449012756348
boto3,100,64,15,8.502744913101196
boto3,106,58,17,8.383239984512329
boto3,107,57,18,8.179924964904785
boto3,109,55,20,8.255717039108276
boto3,110,54,21,8.262288093566895
boto3,114,50,23,8.180477857589722
boto3,117,47,24,8.043137073516846
boto3,120,44,26,7.990104913711548
boto3,123,41,27,7.880932092666626
boto3,126,38,29,7.8024070262908936
boto3,128,36,31,7.874566078186035
boto3,128,36,32,7.813646078109741
boto3,129,35,34,7.8688201904296875
boto3,129,35,35,7.804399013519287
boto3,132,32,37,7.714142084121704
boto3,133,31,38,7.688014030456543
boto3,133,31,40,7.603957891464233
boto3,133,31,41,7.759285926818848
boto3,135,29,43,7.597970962524414
boto3,135,29,44,7.51415491104126
boto3,136,28,46,7.394408941268921
boto3,139,25,48,7.58104395866394
boto3,133,31,49,7.597661018371582
boto3,134,30,51,7.621884107589722
boto3,134,30,52,7.674098968505859
boto3,137,27,54,7.482944965362549
boto3,139,25,55,7.532132148742676
boto3,135,29,57,7.580880880355835
boto3,136,28,58,7.559909105300903
boto3,136,28,60,7.603161096572876
boto3,136,28,62,7.579153776168823
boto3,136,28,63,7.5930681228637695
boto3,138,26,65,7.469915866851807
boto3,139,25,66,7.45991587638855
boto3,141,23,68,7.3738439083099365
boto3,144,20,69,7.29899001121521
boto3,144,20,71,7.4244279861450195
boto3,146,18,72,7.312631845474243
boto3,146,18,74,7.207911968231201
boto3,146,18,75,7.360777139663696
boto3,147,17,77,7.179724931716919
boto3,148,16,79,7.189632892608643
boto3,149,15,80,7.259059906005859
boto3,150,14,82,7.100697994232178
boto3,151,13,83,7.141134977340698
boto3,152,12,85,7.176501035690308
boto3,152,12,86,7.267081022262573
boto3,152,12,88,7.109122037887573
boto3,152,12,89,7.175279140472412
boto3,152,12,91,7.105978965759277
boto3,152,12,93,7.1508469581604
boto3,152,12,94,7.10186505317688
boto3,152,12,96,7.205872058868408
boto3,152,12,97,7.121070146560669
boto3,152,12,99,7.1457390785217285
boto3,153,11,100,7.0285258293151855
boto3,153,11,102,7.0922770500183105
boto3,153,11,103,7.0748279094696045
boto3,153,11,105,7.035232067108154
boto3,153,11,106,7.046296834945679
boto3,154,10,108,7.179111003875732
boto3,154,10,110,7.060961008071899
boto3,154,10,111,7.100003957748413
boto3,154,10,113,7.107666015625
boto3,154,10,114,7.13917088508606
boto3,156,8,116,7.036726951599121
boto3,156,8,117,7.051039934158325
boto3,157,7,119,7.004622936248779
boto3,158,6,120,6.902254104614258
boto3,159,5,122,6.963315963745117
boto3,159,5,124,6.918782949447632
boto3,159,5,125,6.968451976776123
boto3,159,5,127,6.969192028045654
boto3,159,5,128,6.988998889923096
boto3,159,5,130,6.932271957397461
boto3,159,5,131,7.000854015350342
boto3,159,5,133,6.968312978744507
boto3,159,5,134,6.892693042755127
boto3,159,5,136,6.9653871059417725
boto3,159,5,137,6.932676076889038
boto3,159,5,139,6.992303848266602
boto3,160,4,141,6.92925500869751
boto3,160,4,142,6.964018821716309
boto3,160,4,144,6.800429105758667
boto3,160,4,145,6.982487916946411
boto3,160,4,147,6.969007968902588
boto3,160,4,148,6.9625279903411865
boto3,160,4,150,6.944674015045166
boto3,160,4,151,6.914005994796753
boto3,160,4,153,6.946307182312012
boto3,160,4,155,6.890891790390015
