boto3,16,148,1,10.448118925094604
boto3,32,132,3,9.840059995651245
boto3,42,122,4,9.958984851837158
boto3,66,98,6,8.66553807258606
boto3,69,95,7,9.019840002059937
boto3,80,84,9,8.441697120666504
boto3,82,82,10,6.719114065170288
boto3,96,68,12,8.254239797592163
boto3,97,67,13,8.57915997505188
boto3,103,61,15,8.312258958816528
boto3,108,56,17,8.262675046920776
boto3,111,53,18,7.473583936691284
boto3,113,51,20,8.272298812866211
boto3,115,49,21,7.741383075714111
boto3,117,47,23,7.926182985305786
boto3,119,45,24,7.189361095428467
boto3,119,45,26,7.071842193603516
boto3,125,39,27,7.640410900115967
boto3,129,35,29,7.073285102844238
boto3,130,34,31,6.628687858581543
boto3,130,34,32,7.711370944976807
boto3,131,33,34,7.558474063873291
boto3,132,32,35,7.566810846328735
boto3,134,30,37,7.532648801803589
boto3,134,30,38,7.5387609004974365
boto3,134,30,40,6.8082640171051025
boto3,135,29,41,6.439570188522339
boto3,137,27,43,5.940834045410156
boto3,137,27,44,5.787198066711426
boto3,139,25,46,6.949955940246582
boto3,141,23,48,6.394541025161743
boto3,135,29,49,7.554105043411255
boto3,136,28,51,7.304358959197998
boto3,136,28,52,7.229387044906616
boto3,139,25,54,7.372612953186035
boto3,140,24,55,6.9630279541015625
boto3,136,28,57,7.299834966659546
boto3,137,27,58,7.298955202102661
boto3,137,27,60,7.335031986236572
boto3,138,26,62,7.231122970581055
boto3,138,26,63,7.343264818191528
boto3,140,24,65,7.206485033035278
boto3,141,23,66,7.142911195755005
boto3,144,20,68,7.070014953613281
boto3,146,18,69,7.003496170043945
boto3,146,18,71,6.9794228076934814
boto3,147,17,72,7.005389928817749
boto3,147,17,74,6.972088098526001
boto3,147,17,75,7.017351150512695
boto3,148,16,77,7.046319007873535
boto3,148,16,79,7.086487054824829
boto3,148,16,80,6.979166030883789
boto3,150,14,82,6.9411070346832275
boto3,151,13,83,6.953110933303833
boto3,152,12,85,6.905957221984863
boto3,152,12,86,6.919654846191406
boto3,152,12,88,6.914191007614136
boto3,152,12,89,6.972463846206665
boto3,152,12,91,6.951951026916504
boto3,152,12,93,6.842548131942749
boto3,152,12,94,6.77525520324707
boto3,152,12,96,6.837748050689697
boto3,152,12,97,6.81660008430481
boto3,152,12,99,6.894114017486572
boto3,153,11,100,6.854853868484497
boto3,153,11,102,6.790834903717041
boto3,153,11,103,6.936362028121948
boto3,153,11,105,6.846376180648804
boto3,153,11,106,6.938077926635742
boto3,154,10,108,6.926023006439209
boto3,154,10,110,6.846282005310059
boto3,154,10,111,6.798424959182739
boto3,155,9,113,6.83358097076416
boto3,155,9,114,6.9129719734191895
boto3,156,8,116,6.745197057723999
boto3,156,8,117,6.758805990219116
boto3,157,7,119,6.775972127914429
boto3,158,6,120,6.722246885299683
boto3,159,5,122,6.6708009243011475
boto3,159,5,124,6.7453389167785645
boto3,159,5,125,6.7026917934417725
boto3,159,5,127,6.746994972229004
boto3,159,5,128,6.788362979888916
boto3,159,5,130,6.61995005607605
boto3,159,5,131,6.76118803024292
boto3,159,5,133,6.747169017791748
boto3,159,5,134,6.765263080596924
boto3,159,5,136,6.652782917022705
boto3,159,5,137,6.692771911621094
boto3,159,5,139,6.612396955490112
boto3,160,4,141,6.653438091278076
boto3,160,4,142,6.783354997634888
boto3,160,4,144,6.723915100097656
boto3,160,4,145,6.768733024597168
boto3,160,4,147,6.698179006576538
boto3,160,4,148,6.671108961105347
boto3,160,4,150,6.716874122619629
boto3,160,4,151,6.8370749950408936
boto3,160,4,153,6.6902759075164795
boto3,160,4,155,6.650672912597656
