counter,true_positive,false_positive,true_negative,false_negative,file_count,hexsha
558,409,64,1927,201,2601,2913d6b77d8b2082dc79df5503b7dd3ddd05fcc1
560,411,64,1928,201,2604,262d4db8c4c849b0fdd84550fb96472446cf90df
561,411,64,1928,201,2604,84522c0d165076d01cd034d7c381b75044daec8d
563,412,64,1928,201,2605,002b3d87b5f1e35edcb6e14ce2e2827fc6c032a1
564,413,64,1928,202,2607,23048d186ce0041654a9f547fe3e7177efce3076
566,414,65,1928,202,2609,492537ac18df56c36f8a2335d773aa0fa01a61a3
567,414,65,1928,202,2609,7c637a3aaec311269bf863c220bf894eebbe7c7c
569,414,65,1928,202,2609,5c085ea7b3f3ff10389aeed327e018581791876a
573,414,65,1928,202,2609,19e67c6cd13d6442abb2a6eba1b7fba80dcf5457
574,414,65,1927,203,2609,238e2ac3690755d0e6c2dfca815e2b6f84a47f6e
575,414,65,1927,203,2609,3e9b5bfd9c3e16c968278f7d050f52739690eb29
576,415,64,1926,205,2610,5c125f63f77e169a459c11bab0f639c83fabc6e2
577,415,64,1926,205,2610,5c98223f39e5cf92c603a08e7ed70d57e565a5a3
578,415,64,1926,205,2610,5987b3c46d5a6948737627d294d95ed54d49eae6
579,416,64,1926,205,2611,7bda2d8ebc7833747363ac837fecb6535c817dcd
580,418,63,1926,205,2612,40f0a84cb151669313faadf857aaddd18d39aaeb
581,418,63,1926,205,2612,0207bdd2d4157c542c981264c86706b78ca246e9
582,420,62,1926,205,2613,6700c909358d2ff9ff96f28dbc549906d8d32206
583,420,62,1926,206,2614,2dc93bb10ab1c2af1df9977f1b51d47cadab7b21
584,420,62,1926,206,2614,ed63df3fc2f0c228354ca3435e9bed45be9d0909
586,421,62,1926,207,2616,fc19f9315be312b5e5f00e0004b8696e36f852e7
587,422,62,1926,208,2618,35291df7f786f8c9b8177e4baa286e6f12597407
588,422,62,1926,208,2618,071801ccff970682a799ce754431a3c3ce3d6902
589,422,62,1926,209,2619,f954c517203d1fceaa1de26b17b242690cc138fa
590,422,62,1926,210,2620,4ab53a558ac01c2dd7dafb8350cd72c630372335
591,422,62,1926,210,2620,14dead04acf4ac877d0f4025f142fe9e872ce8ac
594,422,62,1926,210,2620,c91bc68e9a5f9f1e2cce00d01d62d16a858155f0
595,422,62,1926,210,2620,cbe4efcbc13ad402bf1f1a94b02a8ec93f20327d
596,422,62,1926,210,2620,286d0e6ab1e54906007fda86b6cb6deb26c6deb2
597,422,62,1926,210,2620,6b418348558e7efc5bac459989887138a3045886
598,423,62,1926,210,2621,f0450c9b1298bf5f39e229aec76c9bf7d57d4479
599,423,62,1926,210,2621,541f4ea546ad3065852db816769ba6b584e3f373
600,423,62,1926,210,2621,0a899157836cc4c3d3980ab6a70b2f37bbb7ba97
601,423,62,1926,210,2621,2926559cce34e48efb4b073721926d737e372dd3
606,423,63,1925,211,2622,3fd754f12df42d173b6e9a93e7c32f8f5be55e7f
607,423,63,1925,211,2622,dee1bcd08a013ba5ffd8d1ec9b6628702f755066
608,423,63,1925,211,2622,08232ef84d4959826ad5136f183c9fc5bedf0599
610,423,63,1925,211,2622,a391b17ad24bc5f255a3928c23c158c79004c656
611,424,63,1924,212,2623,1ea87c8c7974acb5fa795362253c61b38f3cb137
612,424,63,1924,213,2624,bc77eb6d0858652e197c08c299efaeb06c51efee
615,424,65,1924,213,2626,1884bf8e8e9fb3f9f44a9ec216aca96f63974268
616,425,65,1924,214,2628,eaf4d8c0d85056c3481986fe092d5a8786bc4f26
617,425,65,1924,214,2628,20ff296cb15a53b8b9517a834688e57749b43e21
618,425,65,1924,214,2628,f4416b1a8b92e492707a6261b7a1132f8550457f
619,426,65,1924,214,2629,1daae25bdcd735151de394a5578c22257e3e5dc7
622,426,65,1927,214,2632,c19bc2d5d49f373b274772fa6cd936dfd05761e7
623,426,65,1927,214,2632,1f5b067710a6bc97848b1caff0e2a685c2489868
624,426,65,1927,214,2632,167a3203b645341a3b00b878594bfd8d4dd6b040
625,426,65,1925,216,2632,8b1f39a727be91aab40bdb37235718ed63ae1d50
626,427,65,1925,217,2634,39937de7e60052d3ffa9f07fdbb9262aced35d61
627,436,63,1924,222,2645,1e82094f1b6690018228e688303295f83e1c3d9a
628,436,63,1924,222,2645,9f825b9e28547b1310526c9be9fca9e6dbcd57e7
632,436,63,1926,222,2647,fd0949181f993fb8a15c5b0128840f71ee1d7b0e
634,436,63,1926,222,2647,90c59db7a3e1c9725ed6e3683ef8beba4eb77333
635,437,63,1926,223,2649,a0047c6242fd48068eb444e0a58f7a5d2bc1bcd3
637,437,63,1926,223,2649,55b3bd84681a87266f6bef72480aaef48a7c295f
640,439,63,1926,223,2651,5d428908218e3692d1bc7e4ada6235029ae9e45c
641,439,63,1926,224,2652,64033fd08535f8043557f53b62a348e093325286
644,439,63,1927,224,2653,3c593ba79e5bdee46419e2aa6b14e7ce8bc01758
645,439,63,1927,226,2655,e93e0c03b28137e26f9249e0b7c458b0d667a74e
646,441,63,1927,226,2657,296919e7a58c21ff0325de8c747dc2dc8960104e
647,441,63,1927,226,2657,d58573e60d7139711e24410741ef508bf0d124d8
648,441,63,1927,226,2657,98df288ddaba9787e4a370f12aba51c2b9133142
649,441,63,1927,226,2657,5304494585c58b0c9245ea9896a6d6122a8673a2
655,442,63,1927,226,2658,bfb5b7150ff52571a7a3cf10e0dd0d1dbd45c4b5
659,443,66,1927,229,2665,3872a33132a4bb6aa22b237927597bbfdf6f21d7
660,443,66,1927,229,2665,d34d39ade76e6b67299d8d88a7e5a2278a793dc3
661,443,66,1927,229,2665,65296b3be376e9cd25216b6ad2b1758b03765781
662,443,66,1927,229,2665,fb1ba4d63e76c418c2dd6214dabe4dcf25ab3bad
663,443,66,1926,230,2665,e470f311d654267ec86f9a6325ec500345b9dff2
665,443,66,1926,231,2666,e6dd7f995a5a785a5aa12378df209314b1d77d93
666,443,66,1926,231,2666,09f2cdbe1a43e79e31f5ea509b59d4c87db29832
667,443,66,1926,231,2666,fbc618c13cc72b9c2f4c8dfd5ef8b8ab5a5d7caa
668,443,66,1925,232,2666,cf6ce279c7671a4c83c960c5c526f92679a4fac8
669,444,66,1925,232,2667,3f2de803181ca3c5526ec9d708b2098b8f683808
671,444,66,1925,232,2667,81aae2884377ff1a60b74e510e3358738971bbc0
673,445,66,1925,232,2668,9aac99e96d100b34b6daa3a137531eff4f17076e
674,445,66,1925,232,2668,64a4211aa85795cb21a73bc93f9e43bafa1541f6
675,445,66,1925,232,2668,2f615b10e6330d27dccbd770a4628200044acf70
676,445,66,1924,233,2668,e5cb4e14118f3a508e3bc00ee7cd50bb0f18a61d
678,445,68,1926,233,2672,b3d5dc6932bf896a909e9871d508654494b34563
680,446,68,1926,233,2673,74261bc593bcf9411e7e25a4731dd9471499819e
681,446,68,1926,233,2673,20c6ba6ffa9d68cad21fcfbdcb1a7d72eaee143c
682,446,68,1926,233,2673,0d97e73d95379722b8044fa09b1c1c4ee4c0a486
683,446,68,1926,233,2673,27c839e0fce99254ad61322bb827a821f832e840
685,447,68,1926,233,2674,d3d66d47222dd8765a20a15fdc754c0ed7635404
686,450,68,1923,238,2679,b769bbd4f6a3cd1bcd9ebf3559ec6ea0f9b50565
687,450,68,1923,240,2681,9368f51e1273c56ca40e396ef5a1aa0aa7c91871
689,450,71,1923,240,2684,8b7bd62ae52313dbe96f27f21fbd63f0dd061744
691,450,71,1923,240,2684,738c0de3000c5a1e287f10ddf2f99e0c5e127250
692,450,71,1923,240,2684,4a6656488893b6a832726cade2d2c5aa04f85ae2
693,450,71,1922,241,2684,1c90a3dccadc7d2da3704ff17ac9ff1a67743934
694,450,71,1922,241,2684,e7b4bd48c7b81718cfae6f30f1868cf45311ca86
695,450,71,1922,241,2684,7f155a07032caf916518beca5b33fa5a90300209
696,450,71,1922,241,2684,73040e584a9ccc770593a3885f5fe40fda142e0d
697,450,71,1922,241,2684,34047b23e284fd3459903294a5776b67c3e33ed9
698,450,71,1922,241,2684,e75b614640c206bf6d0b1c9d32c54434ea719582
700,450,71,1922,241,2684,5ae0dd6abf8f93b90c962e62b04c675fdd6ca755
704,451,71,1923,241,2686,290ff35e6cc2580861a6fdeaaa3d4aa6d75f9edd
707,451,71,1924,242,2688,c0fff64486198ee8885f4f951399a3675f01e3cd
708,451,71,1924,242,2688,c078021555dcda6b12363b5b0646eac5332a0d86
709,452,71,1924,242,2689,6355a6d4f59eb220e05130d179beba7bb29c88af
712,453,86,1936,242,2717,bdb382b2a49de4a2426c3dde944776c1bdd08eb7
714,453,87,1939,242,2721,6364df68879efc0d9451d6427e34b4542e3d7e0b
715,454,86,1939,242,2721,b43b27bcdf84e816b886d4daf83131949708cecb
717,454,86,1939,242,2721,ad82d0003b5a3694028119bad580b090e994181e
718,454,86,1939,242,2721,60879a2193fe79b3853c60782fc4f1fdfdd55d63
719,455,86,1939,242,2722,d3e12c901777697b7bf08b25e2dd46f0b951db8c
720,455,86,1939,242,2722,b647ccfa673890d4ee30a29bb759a19e4f1a67dc
722,457,86,1939,242,2724,a50b66da30320887c23c73927f6b2ab41e0301bf
723,457,86,1939,242,2724,2e70bf37854e39d46557317fb4098da5261618d5
724,457,86,1939,242,2724,e291fc4757e952fd4f663d88adca416b016db13e
725,457,86,1939,242,2724,6c592e79e108831eba22826a346838ce05fefeb3
726,458,86,1939,242,2725,4a66a69239c493c05b322815b18c605cd4c96e7c
728,458,92,1947,242,2739,f59667c121272ba7a1161e8bc4787654d929f6f1
730,460,91,1948,256,2755,ec4f219ecb7a5e43d0353633fac4dac42d0ee492
732,460,91,1948,256,2755,9ed82154bd0bd01c6195942db84302e791ad366f
733,460,91,1948,257,2756,aef2a0ec59301022354c043744a6a2fa13583aa1
736,460,91,1948,257,2756,c0cf73a57d7f77af348aeb854e7b4f670dc3cee7
738,462,91,1948,257,2758,c31bf8cb54e591e244abc951896ef5e4a089f38d
740,462,91,1948,257,2758,4352e865a75923a0e5036b4e9ba2a8f0bfae3d63
741,462,91,1948,257,2758,9f0d67137c98aa296471e1b7f57ae43f5bb17db6
742,463,91,1947,258,2759,00a1d4d042a7afd139316982c9b57e87d26a894f
743,463,91,1947,258,2759,aabb58428beae0bd34f32e5d620a82486b670499
745,463,91,1947,259,2760,b64c0d4d613b5cabedbc9b847682fe14877537de
746,463,91,1947,259,2760,3bbaf84d6533fb61ac0038f2bbe52ee0d7b4fd10
749,463,91,1947,259,2760,b35b43dff81d46e930ffa1e05eb50968b8557102
750,463,91,1947,259,2760,839edcebb39f55acf163266f1ce1f0dc537de95b
752,463,91,1948,260,2762,b44dee16e60ff2600fee90576e5bf0083c266104
753,463,91,1948,260,2762,b535eb3fcb6768b2ee2a900c3ca7217b5aecffa6
754,463,91,1948,260,2762,11cac1bd8ef7546ca32d9969d4348bf412dc6664
755,463,91,1948,260,2762,60f795c0608119cdb02d61d3eb59f34ebdb55754
756,463,91,1948,260,2762,fedef7b2c6e80e1e58b028cf9c03267a8950bf6f
757,464,91,1948,261,2764,9a5cfa05a0d889db9daa7872a9697daa883f3609
758,465,91,1948,262,2766,30a152a367541a0b815ab84b3da407700feff744
759,466,91,1948,262,2767,61f3e22e38516d8284a45e2b2792a61d541f9e78
761,466,91,1948,262,2767,c6cce4de38662d49d5eaaf197b62937f6ce25be7
762,467,91,1948,263,2769,a570701e02e0bc09d977c8ae0b6ee987a1190039
763,467,91,1948,263,2769,c0c7fa4837c85bc510462f0be3882c6220dce728
764,467,91,1948,264,2770,ca58181bac5366d3a1fb44e1b49fe9e365095138
766,467,91,1948,264,2770,335368410210ce0e27e0068b3a2a6cdf4baa956b
767,467,91,1948,264,2770,f9c3587b51487179cf3fb92b509790f4610d6012
769,469,91,1948,265,2773,b91a2a499fd562011fd275238924baa6002fb1f8
770,469,91,1948,267,2775,f5d5867a4a6aeddd58ff855a01ab4e438d938ac1
771,469,91,1948,267,2775,a871cf422d8f7a15d3029684538136e0c92f99dc
773,469,91,1948,268,2776,e7c6a2cf9f37210ed4f784691e44389f38f96d80
774,469,91,1948,268,2776,69483e022ac3ddd02f086a264c3eb5e3345ccc0c
777,469,93,1948,270,2780,bc98bc56a52860688ea0ae2ec7b9e59ddb72a811
778,469,93,1948,270,2780,6bd8462380e1c078969867d9a0f4871fcdbe52b4
779,469,93,1948,271,2781,0d71349773f8d2e8160d76b5c91a1896ece772db
781,470,93,1948,271,2782,e5cfa394d79b6ab1b412bd3b30c6a433b415d56b
785,473,92,1948,271,2784,df049ed77a4db67e45db5679bfc76a85d2a26680
786,473,92,1948,271,2784,014247ad1922931a2f17beaf6249247298e9dc44
787,473,92,1948,271,2784,17d3a6d8044752f482453f5906026eaf12c39e8e
789,473,92,1948,271,2784,7b6d3104f263d9483982928604b2e51f06126ec1
790,474,92,1948,271,2785,07577a2d05fc33ebef062f97a754dd53079356db
793,475,91,1948,272,2786,f675afa13ce89ea25a9798b2f7a57b091bb83dfa
795,475,91,1948,272,2786,2e05ef4e18c8fea0c199e4fc32278cce11158ac0
796,475,91,1948,273,2787,f0857c09fb51b21afb3e55da53bce962466af6d3
797,475,91,1948,274,2788,074a82f49b1443e66885ea861bbd2d2cb04af43e
799,475,91,1949,274,2789,0b02ce54cf58f96811a625245e374e6cd10e28af
800,475,91,1949,274,2789,d72f8862cb1a39934952e708c3c869be1399846e
802,476,91,1948,276,2791,f576b23a652eba69667ab3ce42aaf5f6b3e6f4ea
803,476,91,1948,276,2791,d62194a260eedd30aeea78f407032aabfde4be70
804,476,91,1948,278,2793,83f63730306fa3cbdcbe7f0dcb36b0cdcfd1ec4a
805,476,91,1948,278,2793,6f403056f09b0a77df9791125591f3057e328ab7
808,476,91,1948,278,2793,915ef79b08862680e82d6a772d6ead22735e9a2f
809,476,91,1948,278,2793,76ac07a90967acb0225d0a590164ae1b7ad0e6bd
810,476,91,1948,279,2794,97bc875234c5578a16e9e89be2b3431153e7b413
811,476,91,1948,279,2794,a2b999dfcac9bc92513a36ec6b3033ded1561c66
812,476,91,1948,280,2795,db97a8849519a3933bf4abd2184efd68ebc21965
814,476,91,1948,280,2795,24620d71f2116da31abe6c9391f7bc807ac23c0b
815,476,91,1948,280,2795,6bdd3840be63582531c3125a26cd00294e6f8346
816,477,91,1948,281,2797,8f8c54f70bfa3aa8e311514297f1eeded2c32593
817,477,91,1948,281,2797,84bc4f6cddfcb5fedc7586644d66d025476255ad
819,477,91,1948,281,2797,561c018d88203826cb9fd370e03a28e829871b75
820,477,91,1948,281,2797,0ffa3943fbd100e7de7b1ddbfd301ddc52b57410
821,479,90,1948,281,2798,035b0fa60da2e758d0ab7f9d04ef93cdb73c981f
822,479,90,1948,281,2798,8ee6a3f1a855bf983639a14fc2393baa8ead741f
823,479,90,1948,281,2798,b356dc4e07915521db1e768d6357e3d982877a6e
824,479,90,1948,281,2798,c96f11257baf43188ff9daeddab3221992925c85
825,480,90,1948,281,2799,ed514caed20995814712fd6c9e9c4120b4ac64be
827,480,90,1948,281,2799,59c3a140eb41e0f186adf9b57029bd67beb8016a
828,480,90,1948,281,2799,48af591b2dd1f4c6b87558698f311dd7fe6dbbc0
830,480,90,1948,281,2799,c52822e7501e8478abf99465d8c9f3102dde618a
832,480,90,1948,281,2799,1fed8dd715cc734f51c162d4362d34d357925bc4
833,480,90,1948,281,2799,1ef4aeab403f7fb74c0b9b11fde854fd03afc40c
834,480,90,1948,281,2799,2f6bdab1597ee42b36752bf9f624d3386e951379
837,481,90,1949,284,2804,f8cc464452f495fce2a3d6f7494396c8f798a1e6
838,485,90,1949,284,2808,e25ba6e8bb6054a2c5592ade12ec6fe095ba75d1
845,485,90,1949,284,2808,efc144aba064510abc0fdd25ec3deaa3e6f27427
848,485,90,1949,284,2808,19fcf083d364d734a52ccab0ad51143445be7b7b
852,485,90,1949,284,2808,baa732ac9f18b6ed0ca386c632e15c9fb3037e39
853,485,90,1949,284,2808,d7848c11e008ddeb036a95d389caa3b2c97b795e
854,485,90,1949,284,2808,f5e9d67907510881c7f132d0a80e39f47caea5f6
855,485,90,1949,284,2808,774c16d16ed67d7cf12bc2b2752768b544bdb363
856,488,87,1949,285,2809,1da170a203819ffda7764e53e3c268b8fc2ab452
859,489,86,1949,285,2809,927b30a6ab33ea33e5e3b1e7408ac1d5d267ff6a
860,490,85,1949,285,2809,8a5eadd140a5f06d24e1c5bc0c444ce11be0769a
861,493,83,1949,286,2811,04e69598de75550a9227bfac353ff5606b6cbe43
862,493,83,1949,286,2811,b60375d4bbb848af7950379e2f35a1a65f7a2591
863,494,83,1949,286,2812,5cedef9b503c127283bba0bf68d5728f094bba4a
865,494,83,1949,286,2812,5281f8b635f10b2839dc146d7e44f7d94d1955d8
867,494,83,1949,286,2812,8eeb566aca33600d272dee5fba59c3445b5b8163
874,494,83,1949,287,2813,e063ac2fae007a2eecaeab5ce17064c31230ce29
876,494,83,1949,287,2813,c296e55dc6a697c7e4d4be92b954633cda4a79b1
877,494,83,1948,288,2813,600fb7c51b22bc0d9138f580bb5e5abcfedc76ee
879,495,83,1948,288,2814,44dc201cb697d264d244abede3ee10a30a387d7a
880,495,83,1948,288,2814,c6da621def9bc04a5feacd5652c7f9d84f48ad2c
881,495,83,1948,288,2814,217f173be025d2cce6484c760ea6ec77436f26a1
883,496,83,1948,288,2815,199a02d1e2adef39b6346a254b097c9ac64a9ec4
884,496,83,1948,288,2815,6024fd5dc2022f3724ea6440c319440d457a7366
885,497,83,1948,288,2816,bc7923beffea3c51271935cad1371a67c5fcc71b
886,497,83,1948,288,2816,29465d438e00660221e1e0ac5e2929a719c56113
887,499,83,1945,297,2824,87d55081ea398c65b2503d22ed3907a9175ec729
888,532,82,1945,365,2924,c2e70f02653519db3a49cd48f5158ccad7434d25
889,532,82,1945,366,2925,adc0c4fbac98f9cb975e8fa8220323b2de638b46
890,532,82,1945,366,2925,6a46f239573369d0f701a1caf037f62b25adec02
891,532,82,1945,366,2925,c0416711672ab289260c4a00a0024da862140027
892,532,82,1944,367,2925,ae32f324981dd64d7c04fcbed9d99356914a61de
894,532,82,1944,367,2925,b1e552debf8303124a213008d319df9a817b4932
895,532,82,1944,367,2925,537818af8783a4f9f239ed6277b1f810c1666839
896,532,82,1944,367,2925,635ffc3c37d58eb96ae17d5389dd50bf635413c6
897,532,82,1944,367,2925,d27e0f04a68cf62088b5b1b3a2c0d6f7e8f89c5d
898,533,82,1944,367,2926,e176de25127a2750ea1c6a705b2c0983b5782b41
899,533,82,1944,369,2928,35901e64b043733acd1687734274553cf994511b
900,533,82,1944,369,2928,5b6ca150730cddb09ff8622d49b273d57b9c6703
902,533,82,1944,369,2928,5d0961fdfc396e755e60d4fa986bab8f45d375f4
903,533,82,1944,369,2928,70912e137d5a6b089f35c662115fb758a00d7002
904,533,82,1944,369,2928,faa2a0f662ed6fe0b90d10e98cc8ee3795d9307c
905,533,82,1944,369,2928,1c7c782d6e7cdce09a982f05d468d538698c3004
907,533,82,1943,370,2928,7f0953ce1f1e263a2a74db52d70cdf278840a1d2
908,534,81,1943,370,2928,1e2362ca0f2805e91204a7b005e5aed293b40c9e
909,534,81,1943,370,2928,434d309ef6dbecbfd2b322d3a1da78aa5cb05fa8
912,534,81,1943,370,2928,0abb06930fc0686cb35079934e5bb40df66f5691
913,534,81,1943,370,2928,fd81588bc64583c8ee17f680e621129c9be83c43
914,534,81,1943,370,2928,f93e7f5674436b230e6b4023570939a20c0c6055
915,535,81,1943,370,2929,1a76257b1b385ac8afd67bd36d061f508613e4d2
916,535,81,1943,370,2929,3bdaaf6777804d33ee46cdb5a889b8cc544a91f1
918,535,81,1944,371,2931,98eb91171d7bb97327c714ef8e816103555573e6
920,535,81,1944,372,2932,53d28f83390aed98fab4eed187eaf1edaa92c6d0
923,535,81,1944,373,2933,14c1fd0730e2fd5ae5eb1c61dbea2e08582fab65
925,535,82,1944,373,2934,a6acfc31837fd7a9e0e387320d995b2c85cfcfce
926,536,81,1944,373,2934,8972818289452d611d97fac0f4a6d24625987b31
928,536,81,1944,373,2934,9f73009e98c51986a50cc45844b8bca72673e955
930,536,81,1944,373,2934,62d4074005f68328b240ab5f4fdfe348896717da
931,536,81,1943,374,2934,f6259ce776eb022d1ca05fc5f4e5bc56ca1a4728
932,536,81,1943,374,2934,4dcfbd792342667174834c40e792f1b8ac2f0609
933,536,81,1943,375,2935,3862c568ac1b920188ecfbe5cd8073160206d6b9
935,536,81,1943,376,2936,74be214e8185c188ef6c1abf3e6dd0adadf5b794
936,536,81,1943,376,2936,34057730a55efe31431070c529031ee5a6f7f47b
937,536,81,1943,377,2937,28cb272a7279e6dfc4d5c53838ebf7343c3e66b5
938,537,80,1943,378,2938,97fa7fe961f961b6c93a11b50a7a1ed35c8bce8d
939,537,80,1943,379,2939,e8cd65f8297928d3fa7ad3d338953a4423028713
940,537,80,1943,379,2939,244404227e8a1c5e241658ef0df789a28ed3bbc6
941,537,80,1943,379,2939,520802160a6c9e9dbe9f5859ae7e084b9000f850
942,537,80,1943,379,2939,16a8d01308f8ca4a7b4673424059424ba3fe36c8
943,537,80,1943,379,2939,3e1bb5cfb8f9676e0c045f0d101a094437133b54
944,537,80,1943,379,2939,f2b665f88610b208196b5753b09b4a5cfb322417
946,538,79,1943,384,2944,ec9004728ee136e3b7e2b7cd2610203e16b6ce9b
947,538,79,1943,384,2944,bcb4fe0012f8f869348ea83f5a35706f4545c44a
948,538,79,1943,384,2944,6ed613b2a52f8719b92b94d815e9f997d262412c
949,538,79,1943,384,2944,a7b7f27c05244d69a11545261eb3bbd73791b3d2
950,538,79,1943,384,2944,69db1c745506bf63026def25d6854755179feaa8
953,540,80,1951,385,2956,a3830f6d663aee9e91871002cbff7c57aee6d989
956,540,83,1955,385,2963,787cc7aa843d5c0834f56b5f8ae03b86ce553c51
958,540,83,1955,385,2963,5980b05c1fad69eef907e0076aa2dc837edab529
962,542,84,1955,385,2966,7fa1dd8a80795d7573fe650014c5d23af7557bc7
963,542,84,1955,385,2966,c9fb4f3c45b668c9a32f9ecdfe404566657df88e
965,543,84,1955,389,2971,b7508896fbe19ec2cdeb81565cd587091b6b68d0
967,543,84,1955,389,2971,d0bd5330432e1dda519ebd89606bd0980a36dcb4
968,543,84,1955,390,2972,0cc059cd104cdb70340bd08e597d403d80dc42a6
969,543,84,1955,390,2972,ece78684d9e09c477c4a0f10236c0aec45bac726
970,543,84,1955,390,2972,52a190b65781f8dc07abd230aaf9043fbdbf4fba
971,543,84,1955,390,2972,de41fbb3cf39cf24387ba03e6a6cfb697a789a2d
972,543,84,1955,390,2972,5b5a27942b2fa113df4d6eb3d77a33c85f58634f
975,543,84,1955,390,2972,f9636fdf922fe49ff82d02b17d6b34469fcf1fda
976,543,84,1955,391,2973,98bcdfa8bd902addd4b8cf37d039b3597d58a45c
977,543,84,1955,391,2973,1f7b25c1a7a85426675a04380f37b180edc08bbc
978,544,84,1954,392,2974,7a40fef17ab7918cbb1ddc3ba080f42b420f7a48
979,544,84,1954,392,2974,dad8434d6ff5da10959672726dc9b397296d380b
980,545,84,1954,392,2975,7eb513ab0f761fe88aa4d3579fdf8706741f2239
983,545,85,1955,392,2977,75b5de8d5f73fcf52a05cd2f82125d7e27bda93b
984,545,85,1955,392,2977,0271a11ba5df58b449a3f968ec57fb1a090c5726
986,545,85,1955,392,2977,8cc41ce7a7a8f6bebfdd89d5ab276cd0109f4fc5
992,549,83,1957,393,2982,197b1878105504b5ac7e399e1f52a6093c88baa3
996,549,83,1957,393,2982,47201371d2805391f4dec3528cdc05f083814165
998,550,82,1957,393,2982,c1893e2839245e75b35597a9200d9ef9c1ad9b46
999,550,82,1957,393,2982,bda408f60bf901620e88d25aad38210985e5c758
1000,551,82,1957,393,2983,1b8d7eff3bb1de1f0b51137d720d6fcf7622bced
1001,551,82,1957,393,2983,333cbdcd2de4546e33ad50ebd8b67e1a1e87aeec
1004,551,82,1957,393,2983,6c6eb8a6917a538968201267f943ef581db1c22d
1005,551,82,1957,393,2983,d3bc86ec11bb22f06b5e30fac891ef3e43f82a6d
1007,551,82,1957,393,2983,26dcf739eaf5577c5072eb8c9ba1c5ac5605683f
1008,551,82,1957,393,2983,7d60659e22c869149cc17f2568a8e073412ea219
1011,551,82,1960,393,2986,45ed19de687d324d3ba852eea93b1afa575e482f
1012,551,82,1960,393,2986,d3fdaf907db6a5be4d0391532d7e65688c19e851
1013,551,82,1960,393,2986,4ce433e811763f29c32e0553fe1e0070fd14c6a2
1014,551,82,1960,393,2986,9324935c3e67c01f665df9dd3a7197a68f8365a8
1015,551,82,1960,393,2986,2a1a085bf1355370205dd44fa60c6aab91ed0976
1017,551,82,1960,393,2986,4bc00defd0cf4de3baf90cad43da62e531987459
1018,551,82,1960,393,2986,ea47a052ba7a097a98993c240ecea96a115f6c25
1020,551,82,1960,393,2986,1175027641f512d33909cb766563328c6b171578
1021,551,82,1960,393,2986,91f701f4fc324cd2feb7dbf151338a358ca0ea18
1022,551,82,1960,393,2986,e1427cc609fa6ab247501b101cfb3c0092aba55b
1023,551,82,1960,393,2986,7bec480fe2ace94c8e7f0c88485442bfa74436b4
1024,551,82,1960,393,2986,e8cbc2b322d873a6fe39faca18d340ce93035087
1026,553,82,1960,393,2988,22bb548900146832459deaefa880660c17a51516
1027,553,82,1960,394,2989,c32b61c6fd6ddf39fd49585954d422ef8d7304f6
1028,553,82,1960,394,2989,22a791e608922d55552da6c7c9ddc81ae29b7ba4
1029,553,82,1960,394,2989,8e631a3175f145dbf3eec269f8e3c59a1520540f
1030,553,82,1960,394,2989,9607a0404188bbe612f05216f5a82df26f4b4e80
1031,553,82,1960,394,2989,2bb1027d6bcdad59624a9d08701e0d2e4a9c0ba7
1032,553,82,1960,394,2989,01b2b0b6543afdaf30623b7a779b7fe4514a9c7b
1033,553,82,1960,395,2990,7ac0cd445e056cac9bfc1fed11026ab6c74b8818
1034,553,82,1960,396,2991,e75882332c8593a1d5a47f9f1e099e9201b12296
1035,554,82,1960,396,2992,b649f68649b0cba2de9e6bb8cf3d3fe468372c2e
1038,554,82,1960,396,2992,c2fcba2ac76cdaed5ccf07ae0521a78feb598825
1039,554,82,1960,396,2992,fe6ddb837d18bd4e71cd22fc18272d31478b19f2
1040,554,82,1960,396,2992,b79fc11d730b5beff92e9dd8853a61524cdeffe3
1042,554,82,1961,396,2993,cbcf78fa949091e037861d66d942d7fb31d57bf6
1043,555,81,1961,398,2995,235caabacc37278487d1107f6bbda90cc208cd64
1044,555,81,1961,398,2995,e34226fc37dfa9eba89d913fd7ab8e95663b0d64
1047,555,81,1961,398,2995,123984ff66c788a7ea36256c152b79dd06e9ef31
1048,556,80,1961,398,2995,9c40f01a66bd15457e10a0bbf28c803968b5dabb
1049,556,80,1961,398,2995,d4b10a725614322769a419180039771634a06571
1050,569,77,1958,408,3012,5153a3bfdcec82324d67ff79862384288cf6afe6
1051,569,77,1958,408,3012,4c30fa905d9d47b3a2ee82095b1fe56cc2ec2ab5
1052,570,77,1958,408,3013,064d4b1cb01cbab0461469254a11c918e6b15cbd
1055,571,76,1958,408,3013,6a98396b9da56bf5eb1c94e037b844eb9bdd1a45
1056,571,76,1958,408,3013,a8eb715b663ff836e54f04c0e4fcafa2ee468b4e
1057,571,76,1958,408,3013,627c7eb7bf81fe4faac552475fa13f449dc8dd33
1060,571,76,1958,408,3013,40bf18e70282784c7923a89c0700a83118b81a50
1061,571,76,1957,409,3013,5ab65ca5c900557f508f62a260f9ea53d9d93f37
1063,571,76,1957,409,3013,233b46f93171d4a7cc279bc3f35e5a99e9a167b8
1065,572,75,1957,410,3014,c92cd22d02349b73d169a3a2ff3b6fe7a54bfb0c
1067,572,75,1957,430,3034,86cd89095a9e92074d7eb93f2786e765ccb843e4
1069,572,75,1957,430,3034,cf29b6b5610f242d18dcc31eb897c873109b67e2
