repo_dir,hits,misses,cache_size,dtf,ttr
boto3,10,154,1,1,10.224842071533203
boto3,28,136,3,1,8.89723801612854
boto3,44,120,4,1,7.855263948440552
boto3,65,99,6,1,6.691267967224121
boto3,68,96,7,1,6.965942859649658
boto3,78,86,9,1,8.628949165344238
boto3,82,82,10,1,8.63873291015625
boto3,90,74,12,1,7.757071018218994
boto3,96,68,13,1,7.864469051361084
boto3,100,64,15,2,6.6567559242248535
boto3,110,54,17,2,6.061702013015747
boto3,112,52,18,2,5.864181995391846
boto3,114,50,20,3,5.8631250858306885
boto3,118,46,21,3,6.155883073806763
boto3,122,42,23,3,6.153860807418823
boto3,122,42,24,3,5.73377799987793
boto3,122,42,26,3,6.612853050231934
boto3,124,40,27,4,6.937369108200073
boto3,127,37,29,4,7.099546909332275
boto3,128,36,31,4,7.872560977935791
boto3,129,35,32,4,7.231137037277222
boto3,130,34,34,5,6.108181953430176
boto3,131,33,35,5,7.640872955322266
boto3,134,30,37,5,6.837493896484375
boto3,135,29,38,5,5.627825975418091
boto3,135,29,40,6,5.766991853713989
boto3,135,29,41,6,6.163079023361206
boto3,137,27,43,6,7.092061996459961
boto3,137,27,44,6,7.238936901092529
boto3,137,27,46,6,7.133569955825806
boto3,141,23,48,7,7.02972412109375
boto3,135,29,49,7,7.264235019683838
boto3,137,27,51,7,7.170491933822632
boto3,137,27,52,7,7.1933159828186035
boto3,140,24,54,8,7.026493072509766
boto3,142,22,55,8,7.0094521045684814
boto3,138,26,57,8,6.982785940170288
boto3,139,25,58,8,6.996093034744263
boto3,139,25,60,9,7.1486828327178955
boto3,139,25,62,9,7.02285099029541
boto3,139,25,63,9,5.8979809284210205
boto3,141,23,65,9,6.903770923614502
boto3,142,22,66,9,6.871680974960327
boto3,143,21,68,10,6.801087856292725
boto3,144,20,69,10,6.974208116531372
boto3,146,18,71,10,6.811367034912109
boto3,147,17,72,10,6.755141973495483
boto3,147,17,74,11,6.83772087097168
boto3,147,17,75,11,6.859799861907959
boto3,148,16,77,11,6.795818090438843
boto3,149,15,79,11,6.781424045562744
boto3,148,16,80,12,6.792371988296509
boto3,150,14,82,12,6.8643200397491455
boto3,151,13,83,12,6.716267824172974
boto3,152,12,85,12,6.710085153579712
boto3,152,12,86,12,6.72589898109436
boto3,152,12,88,13,6.617663860321045
boto3,152,12,89,13,6.63845682144165
boto3,152,12,91,13,6.711519002914429
boto3,152,12,93,13,6.741673946380615
boto3,152,12,94,14,6.695866823196411
boto3,152,12,96,14,6.7587058544158936
boto3,152,12,97,14,6.719944000244141
boto3,152,12,99,14,6.766303777694702
boto3,153,11,100,15,6.664530038833618
boto3,153,11,102,15,6.738367080688477
boto3,153,11,103,15,6.6026389598846436
boto3,153,11,105,15,6.648636817932129
boto3,153,11,106,15,6.634900093078613
boto3,154,10,108,16,6.2171289920806885
boto3,154,10,110,16,6.165521144866943
boto3,154,10,111,16,5.670943975448608
boto3,154,10,113,16,6.243571996688843
boto3,154,10,114,17,6.621051073074341
boto3,156,8,116,17,6.357227087020874
boto3,156,8,117,17,6.591786861419678
boto3,157,7,119,17,6.72108006477356
boto3,158,6,120,18,6.722925901412964
boto3,159,5,122,18,6.492224931716919
boto3,159,5,124,18,6.710791110992432
boto3,159,5,125,18,6.769720077514648
boto3,159,5,127,19,6.749578952789307
boto3,159,5,128,19,6.859694004058838
boto3,159,5,130,19,6.80677604675293
boto3,159,5,131,19,6.536773920059204
boto3,159,5,133,19,6.329100847244263
boto3,159,5,134,20,6.907602071762085
boto3,159,5,136,20,7.034873008728027
boto3,159,5,137,20,6.9196929931640625
boto3,159,5,139,20,6.912948131561279
boto3,160,4,141,21,6.803050994873047
boto3,160,4,142,21,6.634797096252441
boto3,160,4,144,21,6.78447699546814
boto3,160,4,145,21,6.624547004699707
boto3,160,4,147,22,6.498252868652344
boto3,160,4,148,22,6.175429821014404
boto3,160,4,150,22,6.409032106399536
boto3,160,4,151,22,6.855468034744263
boto3,160,4,153,22,6.749308824539185
boto3,160,4,155,23,6.736541986465454
