repo_dir,hits,misses,cache_size,dtf,pfs,ttr
facebook-sdk,37,48,1,1,1,2.541440010070801
facebook-sdk,36,49,1,1,1,2.594193935394287
facebook-sdk,36,49,1,1,1,2.522207021713257
facebook-sdk,34,51,1,1,1,2.579916000366211
facebook-sdk,36,49,1,1,1,2.5836269855499268
facebook-sdk,34,51,1,1,1,2.5759661197662354
facebook-sdk,50,35,2,1,1,2.2706410884857178
facebook-sdk,48,37,2,1,1,2.372922897338867
facebook-sdk,47,38,2,1,1,2.3076870441436768
facebook-sdk,54,31,3,1,1,2.198991060256958
facebook-sdk,55,30,3,1,1,2.2324841022491455
facebook-sdk,54,31,3,1,1,2.2077791690826416
facebook-sdk,59,26,4,1,1,2.1047041416168213
facebook-sdk,59,26,4,1,1,2.125828981399536
facebook-sdk,59,26,4,1,1,2.119884967803955
facebook-sdk,60,25,5,2,1,2.0785391330718994
facebook-sdk,61,24,5,2,1,2.1113390922546387
facebook-sdk,60,25,5,2,1,2.086338996887207
facebook-sdk,63,22,6,2,1,2.0722451210021973
facebook-sdk,63,22,6,2,1,2.055445909500122
facebook-sdk,62,23,6,2,1,2.08205509185791
facebook-sdk,65,20,7,2,1,2.0372798442840576
facebook-sdk,63,22,7,2,1,2.0533149242401123
facebook-sdk,64,21,7,2,1,2.065971851348877
facebook-sdk,67,18,8,3,1,2.025697946548462
facebook-sdk,67,18,8,3,1,2.0256478786468506
facebook-sdk,67,18,8,3,1,1.9976468086242676
facebook-sdk,69,16,8,3,1,1.9895679950714111
facebook-sdk,68,17,9,3,1,2.0450899600982666
facebook-sdk,69,16,9,3,1,2.0382540225982666
facebook-sdk,69,16,9,3,1,2.0031239986419678
facebook-sdk,71,14,10,4,1,1.9922890663146973
facebook-sdk,70,15,10,4,1,1.9786241054534912
facebook-sdk,70,15,10,4,1,1.9688661098480225
facebook-sdk,74,11,11,4,1,1.9361231327056885
facebook-sdk,72,13,11,4,1,1.949659824371338
facebook-sdk,73,12,11,4,1,1.9745898246765137
facebook-sdk,72,13,12,4,1,1.988490104675293
facebook-sdk,72,13,12,4,1,1.9867520332336426
facebook-sdk,72,13,12,4,1,1.992556095123291
facebook-sdk,73,12,13,5,1,1.936237096786499
facebook-sdk,74,11,13,5,1,1.9414739608764648
facebook-sdk,73,12,13,5,1,1.9434621334075928
facebook-sdk,74,11,14,5,1,1.9450359344482422
facebook-sdk,74,11,14,5,1,1.921928882598877
facebook-sdk,74,11,14,5,1,1.9187371730804443
facebook-sdk,75,10,15,6,1,1.9647200107574463
facebook-sdk,74,11,15,6,1,1.945101022720337
facebook-sdk,75,10,15,6,1,1.9199919700622559
facebook-sdk,75,10,16,6,1,1.9705860614776611
facebook-sdk,75,10,16,6,1,1.9165229797363281
facebook-sdk,74,11,16,6,1,1.977961778640747
facebook-sdk,75,10,16,6,1,1.9338929653167725
facebook-sdk,74,11,17,6,1,1.9651660919189453
facebook-sdk,75,10,17,6,1,1.932487964630127
facebook-sdk,74,11,17,6,1,1.9226958751678467
facebook-sdk,75,10,18,7,1,1.9614989757537842
facebook-sdk,75,10,18,7,1,1.9511070251464844
facebook-sdk,75,10,18,7,1,1.9982290267944336
facebook-sdk,75,10,19,7,1,1.981550931930542
facebook-sdk,75,10,19,7,1,1.9711928367614746
facebook-sdk,75,10,19,7,1,1.9805169105529785
facebook-sdk,76,9,20,8,2,1.9571900367736816
facebook-sdk,76,9,20,8,2,1.963127851486206
facebook-sdk,76,9,20,8,2,1.9765541553497314
facebook-sdk,76,9,21,8,2,1.9636261463165283
facebook-sdk,76,9,21,8,2,1.970344066619873
facebook-sdk,76,9,21,8,2,1.9576389789581299
facebook-sdk,77,8,22,8,2,1.9483609199523926
facebook-sdk,77,8,22,8,2,1.9387571811676025
facebook-sdk,77,8,22,8,2,1.9430310726165771
facebook-sdk,77,8,23,9,2,1.927184820175171
facebook-sdk,77,8,23,9,2,1.9119200706481934
facebook-sdk,77,8,23,9,2,1.9094569683074951
facebook-sdk,77,8,24,9,2,1.9587090015411377
facebook-sdk,79,6,24,9,2,1.8898849487304688
facebook-sdk,79,6,24,9,2,1.9250710010528564
facebook-sdk,77,8,24,9,2,1.9152169227600098
facebook-sdk,79,6,25,10,2,1.9374208450317383
facebook-sdk,79,6,25,10,2,1.9102261066436768
facebook-sdk,79,6,25,10,2,1.9083149433135986
facebook-sdk,79,6,26,10,2,1.9222500324249268
facebook-sdk,79,6,26,10,2,1.9056589603424072
facebook-sdk,79,6,26,10,2,1.9047949314117432
facebook-sdk,80,5,27,10,2,1.891165018081665
facebook-sdk,80,5,27,10,2,1.873703956604004
facebook-sdk,80,5,27,10,2,1.8961470127105713
facebook-sdk,80,5,28,11,2,1.896928071975708
facebook-sdk,80,5,28,11,2,1.8974111080169678
facebook-sdk,80,5,28,11,2,1.8844969272613525
facebook-sdk,81,4,29,11,2,1.885343074798584
facebook-sdk,81,4,29,11,2,1.8357820510864258
facebook-sdk,81,4,29,11,2,1.8665239810943604
facebook-sdk,81,4,30,12,3,1.8652050495147705
facebook-sdk,81,4,30,12,3,1.8763010501861572
facebook-sdk,81,4,30,12,3,1.896021842956543
facebook-sdk,81,4,31,12,3,1.880730152130127
facebook-sdk,81,4,31,12,3,1.884526014328003
facebook-sdk,81,4,31,12,3,1.9119899272918701
facebook-sdk,81,4,32,12,3,1.8774869441986084
