facebook-sdk,32,48,1,4.2354350090026855
facebook-sdk,32,48,1,4.374574899673462
facebook-sdk,32,48,1,4.2854859828948975
facebook-sdk,32,48,1,4.238106966018677
facebook-sdk,32,48,1,4.269570827484131
facebook-sdk,32,48,1,4.282474040985107
facebook-sdk,40,40,2,4.046959161758423
facebook-sdk,40,40,2,4.0296900272369385
facebook-sdk,40,40,2,4.025397062301636
facebook-sdk,47,33,3,3.8309578895568848
facebook-sdk,47,33,3,3.6125059127807617
facebook-sdk,47,33,3,3.858177900314331
facebook-sdk,53,27,4,3.668195962905884
facebook-sdk,53,27,4,3.6203691959381104
facebook-sdk,53,27,4,3.5657260417938232
facebook-sdk,58,22,5,3.564998149871826
facebook-sdk,58,22,5,3.3598580360412598
facebook-sdk,58,22,5,3.5340218544006348
facebook-sdk,57,23,6,3.5839970111846924
facebook-sdk,57,23,6,3.543454170227051
facebook-sdk,57,23,6,3.5167651176452637
facebook-sdk,58,22,7,3.5046942234039307
facebook-sdk,58,22,7,3.5317201614379883
facebook-sdk,58,22,7,3.5025289058685303
facebook-sdk,64,16,8,3.428065061569214
facebook-sdk,64,16,8,3.489470958709717
facebook-sdk,64,16,8,3.3617489337921143
facebook-sdk,64,16,8,3.3938539028167725
facebook-sdk,66,14,9,3.464607000350952
facebook-sdk,66,14,9,3.3871798515319824
facebook-sdk,66,14,9,3.4253509044647217
facebook-sdk,67,13,10,3.355976104736328
facebook-sdk,67,13,10,3.3471579551696777
facebook-sdk,67,13,10,3.411285877227783
facebook-sdk,70,10,11,3.368293046951294
facebook-sdk,70,10,11,3.306229829788208
facebook-sdk,70,10,11,3.3285868167877197
facebook-sdk,72,8,12,3.2695469856262207
facebook-sdk,72,8,12,3.2611188888549805
facebook-sdk,72,8,12,3.2854459285736084
facebook-sdk,72,8,13,3.170135021209717
facebook-sdk,72,8,13,3.1276447772979736
facebook-sdk,72,8,13,3.156912088394165
facebook-sdk,72,8,14,3.16013503074646
facebook-sdk,72,8,14,3.1020190715789795
facebook-sdk,72,8,14,3.0586609840393066
facebook-sdk,72,8,15,3.129564046859741
facebook-sdk,72,8,15,3.028398036956787
facebook-sdk,72,8,15,3.11860990524292
facebook-sdk,72,8,16,2.6311609745025635
facebook-sdk,72,8,16,2.7224318981170654
facebook-sdk,72,8,16,2.7461318969726562
facebook-sdk,72,8,16,3.040290117263794
facebook-sdk,72,8,17,3.1000242233276367
facebook-sdk,72,8,17,3.0869460105895996
facebook-sdk,72,8,17,3.0739059448242188
facebook-sdk,74,6,18,3.0975968837738037
facebook-sdk,74,6,18,2.899866819381714
facebook-sdk,74,6,18,2.7175769805908203
facebook-sdk,74,6,19,3.0633962154388428
facebook-sdk,74,6,19,3.0874500274658203
facebook-sdk,74,6,19,2.970371961593628
facebook-sdk,74,6,20,3.0451672077178955
facebook-sdk,74,6,20,3.0874698162078857
facebook-sdk,74,6,20,3.050619125366211
facebook-sdk,74,6,21,3.146277904510498
facebook-sdk,74,6,21,3.116123914718628
facebook-sdk,74,6,21,3.0375659465789795
facebook-sdk,74,6,22,3.065709114074707
facebook-sdk,74,6,22,3.1114931106567383
facebook-sdk,74,6,22,3.1075830459594727
facebook-sdk,74,6,23,3.071882963180542
facebook-sdk,74,6,23,3.125257968902588
facebook-sdk,74,6,23,3.1320841312408447
facebook-sdk,74,6,24,3.058928966522217
facebook-sdk,74,6,24,3.1322081089019775
facebook-sdk,74,6,24,3.1099069118499756
facebook-sdk,74,6,24,3.0770151615142822
facebook-sdk,74,6,25,3.1294431686401367
facebook-sdk,74,6,25,3.0350348949432373
facebook-sdk,74,6,25,3.0872371196746826
facebook-sdk,75,5,26,3.0004899501800537
facebook-sdk,75,5,26,3.0308380126953125
facebook-sdk,75,5,26,3.073525905609131
facebook-sdk,75,5,27,2.9603829383850098
facebook-sdk,75,5,27,3.164494037628174
facebook-sdk,75,5,27,3.058946132659912
facebook-sdk,75,5,28,3.060497999191284
facebook-sdk,75,5,28,3.13413405418396
facebook-sdk,75,5,28,3.0678629875183105
facebook-sdk,76,4,29,3.0436558723449707
facebook-sdk,76,4,29,3.065352201461792
facebook-sdk,76,4,29,3.0365960597991943
facebook-sdk,76,4,30,3.0734498500823975
facebook-sdk,76,4,30,3.0205440521240234
facebook-sdk,76,4,30,2.9041800498962402
facebook-sdk,76,4,31,2.875180959701538
facebook-sdk,76,4,31,2.980604887008667
facebook-sdk,76,4,31,3.0283310413360596
facebook-sdk,76,4,32,2.9884979724884033
