repo_dir,hits,misses,cache_size,dtf,ttr
boto,2218,297,184,9,98.88396406173706
boto,2225,290,188,9,90.57981491088867
boto,2231,284,193,9,102.19784283638
boto,2244,271,198,9,101.47773098945618
boto,2247,268,202,10,101.30511593818665
boto,2259,256,207,10,100.96367406845093
boto,2265,250,211,10,100.30982685089111
boto,2271,244,216,10,99.80364298820496
boto,2280,235,221,11,99.38846778869629
boto,2289,226,225,11,97.93347191810608
boto,2293,222,230,11,98.3613018989563
boto,2296,219,234,11,97.9670159816742
boto,2303,212,239,11,97.60999178886414
boto,2307,208,244,12,97.04706692695618
boto,2314,201,248,12,96.36831378936768
boto,2316,199,253,12,95.94587993621826
boto,2317,198,257,12,96.30241799354553
boto,2320,195,262,13,96.03034400939941
boto,2325,190,267,13,95.52859902381897
boto,2332,183,271,13,95.31637501716614
boto,2334,181,276,13,95.3184061050415
boto,2339,176,280,14,94.55334091186523
boto,2343,172,285,14,94.04197692871094
boto,2348,167,290,14,93.9961290359497
boto,2355,160,294,14,92.99286103248596
boto,2360,155,299,14,92.76602792739868
boto,2361,154,303,15,92.62908792495728
boto,2364,151,308,15,92.57842803001404
boto,2140,375,313,15,107.94540786743164
boto,2146,369,317,15,107.19218802452087
boto,2148,367,322,16,107.32789182662964
boto,2155,360,326,16,107.18455410003662
boto,2165,350,331,16,106.48080492019653
boto,2164,351,336,16,106.4494948387146
boto,2165,350,340,17,106.48473381996155
boto,2169,346,345,17,105.65374398231506
boto,2170,345,349,17,106.27754712104797
boto,2179,336,354,17,105.57550311088562
boto,2191,324,359,17,104.50081896781921
boto,2193,322,363,18,103.66772508621216
boto,2194,321,368,18,103.73326396942139
boto,2200,315,373,18,103.329922914505
boto,2203,312,377,18,102.8060359954834
boto,2211,304,382,19,102.47785782814026
boto,2215,300,386,19,102.22952008247375
boto,2220,295,391,19,101.89549589157104
boto,2223,292,396,19,101.87267208099365
boto,2227,288,400,20,101.62354516983032
boto,2233,282,405,20,100.70287990570068
boto,2234,281,409,20,100.99467396736145
