repo_dir,hits,misses,cache_size,dtf,ttr
boto,815,1700,9,1,218.65406703948975
boto,1151,1364,18,1,191.81439399719238
boto,1363,1152,27,2,174.60788893699646
boto,1493,1022,36,3,164.48538494110107
boto,1619,896,46,4,154.2735550403595
boto,1714,801,55,5,145.50964379310608
boto,1771,744,64,6,141.27835392951965
boto,1841,674,73,7,134.6106300354004
boto,1896,619,82,8,129.93854904174805
boto,1942,573,92,9,126.72700500488281
boto,1996,519,101,10,122.22328901290894
boto,2024,491,110,11,118.75506591796875
boto,2067,448,119,11,116.03307700157166
boto,2095,420,128,12,113.69040393829346
boto,2129,386,138,13,111.61497187614441
boto,2140,375,147,14,110.877188205719
boto,2172,343,156,15,107.61805701255798
boto,2184,331,165,16,105.93732810020447
boto,2199,316,174,17,104.69653391838074
boto,2217,298,184,18,103.77643489837646
boto,2233,282,193,19,102.40110301971436
boto,2247,268,202,20,101.79119491577148
boto,2267,248,211,21,100.00369000434875
boto,2281,234,221,22,99.62920308113098
boto,2295,220,230,23,98.27116394042969
boto,2304,211,239,23,97.9996509552002
boto,2315,200,248,24,96.10620617866516
boto,2247,268,257,25,104.21280193328857
boto,2259,256,267,26,103.2536690235138
boto,2267,248,276,27,102.80730700492859
boto,2273,242,285,28,101.85362601280212
boto,2278,237,294,29,101.43487620353699
boto,2284,231,303,30,101.04848313331604
boto,2143,372,313,31,108.37678384780884
boto,2148,367,322,32,107.88966417312622
boto,2167,348,331,33,106.74103093147278
boto,2171,344,340,34,106.26256489753723
boto,2182,333,349,34,105.67833495140076
boto,2196,319,359,35,104.68278288841248
boto,2200,315,368,36,104.4559497833252
boto,2207,308,377,37,104.0644178390503
boto,2216,299,386,38,103.21445798873901
boto,2225,290,396,39,102.92941093444824
boto,2231,284,405,40,102.68663716316223
boto,2243,272,414,41,101.78363394737244
boto,2249,266,423,42,101.66314506530762
boto,2258,257,432,43,100.0609769821167
boto,2265,250,442,44,99.88276195526123
boto,2272,243,451,45,99.48808193206787
boto,2277,238,460,46,99.41247606277466
boto,2289,226,469,46,97.95495915412903
boto,2298,217,478,47,97.26061391830444
boto,2305,210,488,48,96.25312805175781
boto,2308,207,497,49,96.23127293586731
boto,2312,203,506,50,95.91172909736633
boto,2318,197,515,51,95.49904298782349
boto,2322,193,524,52,95.37841606140137
boto,2327,188,534,53,94.97344994544983
boto,2329,186,543,54,94.62182712554932
boto,2333,182,552,55,94.33183598518372
boto,2342,173,561,56,94.11517596244812
boto,2343,172,571,57,93.67375206947327
boto,2348,167,580,58,92.90885996818542
boto,2352,163,589,58,93.22322297096252
boto,2354,161,598,59,92.9326000213623
boto,2357,158,607,60,92.6289849281311
boto,2361,154,617,61,92.23286700248718
boto,2363,152,626,62,92.31678891181946
boto,2368,147,635,63,91.97967505455017
boto,2371,144,644,64,91.78520178794861
boto,2379,136,653,65,91.51113796234131
boto,2379,136,663,66,91.75227403640747
boto,2379,136,672,67,91.51399302482605
boto,2383,132,681,68,90.72429609298706
boto,2387,128,690,69,91.02014088630676
boto,2388,127,699,69,90.97765803337097
boto,2391,124,709,70,90.7814929485321
boto,2394,121,718,71,90.75408005714417
boto,2394,121,727,72,90.94048595428467
boto,2397,118,736,73,90.42173099517822
boto,2398,117,746,74,90.40092301368713
boto,2399,116,755,75,90.39203786849976
boto,2403,112,764,76,90.2069640159607
boto,2406,109,773,77,89.62764382362366
boto,2412,103,782,78,89.19658017158508
boto,2413,102,792,79,88.98145484924316
boto,2413,102,801,80,89.05031609535217
boto,2411,104,810,81,89.57321405410767
boto,2415,100,819,81,89.0364830493927
boto,2418,97,828,82,88.90500998497009
boto,2419,96,838,83,89.14039707183838
boto,2424,91,847,84,88.61156511306763
boto,2426,89,856,85,88.29510283470154
boto,2428,87,865,86,88.28400015830994
boto,2431,84,874,87,87.73774695396423
boto,2432,83,884,88,87.73351287841797
boto,2433,82,893,89,87.80648922920227
boto,2434,81,902,90,87.79588508605957
boto,2437,78,911,91,87.49616193771362
boto,2435,80,921,92,87.53049802780151
